kamar_mandi;kamar_tidur;Bangunan;Lahan (m�);harga;lokasi;title;;;;
1;2;;;Rp 725.000.000;Cibinong Bogor;Rumah Siap Huni Bisa KPR Dekat Stasiun KA Cibinong Harga All In Bebas Banjir;;;;
3;3;;;Rp 1.560.000.000;Ciputat Tangerang Selatan;Dijual Rumah Strategis Dekat Ciputat Tangsel Bebas Banjir Harga All In Siap KPR;;;;
1;3;;;Rp 1.060.000.000;Cikupa Tangerang;Rumah Strategis Bebas Banjir Dekap Cikupa Tangerang Harga All In Siap KPR;;;;
2;4;;;Rp 3.840.000.000;Villa Gunung Lestari Bintaro Tangerang Selatan;Rumah Luas Idaman Siap KPR Dekat Mall Bintaro Jaya XChange Harga All In;;;;
2;4;;;Rp 1.800.000.000;Perumahan Taman Puspa Cimanggis Depok;Rumah Luas 2 Lantai di Perumahan Taman Puspa Cimanggis Harga All In Siap KPR;;;;
3;4;;;Rp 1.440.000.000;Bogor Barat - Kota Bogor;Rumah 2 Lantai Strategis Bebas Banjir di Bogor Raya Permai Harga All In Siap KPR;;;;
1;2;;;Rp 1.010.000.000;Cikupa Tangerang;Jual Rumah Strategis 2 Lantai Dekat Puskesmas Cikupa Harga All In Bisa Nego;;;;
4;4;;;Rp 2.900.000.000;Ciputat Tangerang Selatan;Rumah Industrial Modern di QB Townhouse Bintaro Siap Huni Harga All In Bisa KPR;;;;
3;3;;;Rp 2.350.000.000;Ciputat Tangerang Selatan;Rumah Luas Strategis di Ciputat Tangsel Harga All In Nego Bisa KPR;;;;
3;3;;;Rp 2.290.000.000;Cinere Depok;Rumah 2 Lantai Strategis di Bukit Asri Residence Harga All In Siap KPR;;;;
2;3;;;Rp 1.075.000.000;Bumi Serpong Damai Tangerang Selatan;Rumah Siap Huni Strategis di Serpong Garden Green Apple Harga All In KPR;;;;
3;3;;;Rp 2.350.000.000;Bintaro Tangerang Selatan;Rumah Kontemporer Modern di Perumahan Graha Hijau Harga All In Siap KPR;;;;
2;3;;;Rp 3.420.000.000;Permata Bintaro Ciputat Tangerang Selatan;Rumah Unit Pojokan Siap Huni Dekat Stasiun KA Sudimara Harga All In Bisa KPR;;;;
2;2;;;Rp 1.680.000.000;Ciputat Tangerang Selatan;Rumah Strategis Harga All In Dekat Stasiun KA Jurangmangu Siap KPR Bisa Nego;;;;
2;3;;;Rp 1.560.000.000;Margonda Depok;Rumah Strategis Siap KPR Dekat Gerbang Tol Margonda 3 Harga All In Bisa Nego;;;;
3;3;;;Rp 1.560.000.000;Grand Depok City Pancoran Mas Depok;Rumah Unit Pojokan Siap Huni Dekat Stasiun KA Depok Harga All In Bisa Nego;;;;
3;2;;;Rp 1.920.000.000;Cinere Depok;Rumah Bebas Banjir di Graha 2 Cinere Harga All In Bisa Nego Siap KPR;;;;
2;2;;;Rp 1.320.000.000;Limo Depok;Jual Rumah Strategis Harga All In KPR di Jalan Abdul Wahab Depok Bebas Banjir;;;;
2;3;;;Rp 1.450.000.000;Perumahan Grand Akasia Pamulang Tangerang Selatan;Rumah Hook Asri 2 Lantai di Pamulang Tangsel Bebas Banjir Harga All In Siap KPR;;;;
3;4;;;Rp 4.320.000.000;Komplek Graha Hijau Riviera Bintaro Tangerang Selatan;Dijual Rumah Luas Bebas Banjir Dekat Bintaro Harga All In Nego Bisa KPR;;;;
2;2;;;Rp 3.360.000.000;Taman Bukit Chedi Curug Tangerang;Rumah Hook Luas Strategis di Perum Taman Bukit Chedi Harga All In Nego Bisa KPR;;;;
3;3;;;Rp 2.040.000.000;Bella Casa Residence Pancoran Mas Depok;Rumah Bebas Banjir Strategis Dekat Stasiun KA Depok Baru Harga All In Siap KPR;;;;
2;3;;;Rp 744.000.000;Bumi Kemang Indah Tapos Depok;Rumah Pojokan Siap Huni di Bumi Kemang Indah Tapos Harga All In Nego Bisa KPR;;;;
2;2;;;Rp 1.300.000.000;Ciledug Tangerang;Rumah Bebas Banjir Siap KPR di Fortune Spring Graha Raya Harga All In Bisa Nego;;;;
3;4;;;Rp 2.750.000.000;Serpong Tangerang Selatan;Rumah Luas 2 Lantai di Perumahan Griya Loka Harga All In KPR Siap Nego;;;;
2;3;;;Rp 1.650.000.000;Perumahan Buana Gardenia Ciledug Tangerang;Rumah Strategis Bebas Banjir Dekat Ciledug Harga All In Bisa Nego Siap KPR;;;;
3;3;;;Rp 1.800.000.000;Ciputat Tangerang Selatan;Dijual Rumah Strategis Bisa KPR Dekat Stasiun Jurangmangu Harga All In;;;;
3;3;;;Rp 4.200.000.000;Bintaro Tangerang Selatan;Rumah Luas Dekat Gerbang Tol Pondok Aren 1 Harga All In Siap KPR;;;;
2;3;;;Rp 1.400.000.000;Bojongsari Depok;Rumah Minimalis Luas Strategis Siap KPR di Tamansari Puri Bali Harga All In;;;;
3;3;;;Rp 3.180.000.000;Ciputat Tangerang Selatan;Rumah Minimalis Unik Siap KPR di Cempaka Townhouse Harga All In Bisa Nego;;;;
2;2;;;Rp 3.360.000.000;Taman Bukit Chedi Karawaci Tangerang;Rumah Asri 2 Lantai Strategis Dekat Supermall Karawaci Harga All In Siap KPR;;;;
2;2;;;Rp 1.850.000.000;Serpong Utara Tangerang Selatan;Rumah Minimalis Strategis di Gardenia Loka Harga All In Nego Siap KPR;;;;
1;2;;;Rp 930.000.000;Pamulang Tangerang Selatan;Rumah Nego Bebas Banjir Dekat Pamulang Tangsel Siap Huni Harga All In Bisa KPR;;;;
2;3;;;Rp 1.680.000.000;Legenda Wisata Cibubur Jakarta Timur;Rumah Strategis di Legenda Wisata Dekat Cibubur Harga All In Bisa Nego Siap KPR;;;;
2;3;;;Rp 1.680.000.000;Gunung Putri Bogor;Rumah Luas 2 Lantai di Legenda Wisata Zona Vivaldi Harga All In Nego Bisa KPR;;;;
1;2;;;Rp 850.000.000;Natura Serpong Gunung Sindur Bogor;Rumah Minimalis Siap Huni Bisa KPR di Natura Serpong Harga All In Bebas Banjir;;;;
2;4;;;Rp 1.440.000.000;Cimanggu Permai Tanah Sareal Bogor;Rumah Luas 2 Lantai Harga All In Siap KPR di Cimanggu Permai Bogor Bebas Banjir;;;;
3;3;;;Rp 2.220.000.000;Taman Holandia Jalan Den Haag Karawaci Tangerang;Rumah Strategis Siap Huni Dekat Gerbang Tol Karawaci Harga All In Nego Bisa KPR;;;;
2;2;;;Rp 2.376.000.000;Grogol Limo Kota Depok Limo Depok;Rumah Seken Minimalis Siap Huni di Yve Habitat Siap KPR Bebas Banjir;;;;
3;3;;;Rp 2.520.000.000;Cakung Jakarta Timur;Rumah Luas Strategis di Cakung Jakarta Timur Harga All In Nego Bisa KPR;;;;
1;2;;;Rp 660.000.000;Cilodong Depok;Rumah Minimalis Asri di Griya Melati Mas Siap Huni Harga All In Nego Bisa KPR;;;;
2;3;;;Rp 1.080.000.000;Ciputat Tangerang Selatan;Rumah Minimalis Luas Harga All In KPR Dekat Ciputat Siap Huni Ready Furnished;;;;
2;2;;;Rp 1.080.000.000;Pamulang Tangerang Selatan;Rumah Minimalis Modern Harga All In Dekat Pamulang Tangsel Bebas Banjir Siap KPR;;;;
3;3;;;Rp 2.490.000.000;Serpong Tangerang Selatan;Rumah 2 Lantai Harga All In Nego di Serpong Tangsel Siap Huni Bisa KPR;;;;
2;3;;;Rp 1.580.000.000;Suradita Cisauk Tangerang;Rumah Mewah Idaman di Golden Park 2 Harga All In Siap KPR;;;;
2;3;;;Rp 1.560.000.000;Pamulang Tangerang Selatan;Dijual Rumah Strategis 2 Lantai Siap Huni Bisa KPR di Tangsel Harga All In; 2 lt dan murah tp tidak murahan;;;
2;3;;;Rp 1.200.000.000;Jalan Mangga Serpong Utara Tangerang Selatan;Rumah 2 Lantai di Perum Villa Mutiara Siap Huni Harga All In Bisa KPR; grab it fast;;;
3;3;;;Rp 2.640.000.000;Jalan Soka Bumi Serpong Damai Tangerang Selatan;Jual Rumah Siap Huni Bisa KPR Dekat BSD Tangsel Harga All In Bebas Banjir;;;;
2;2;;;Rp 1.860.000.000;Bintaro Tangerang Selatan;Jual Cepat Rumah Siap Huni Dekat Bintaro Jaya XChange Harga All In Bisa KPR;;;;
2;2;;;Rp 1.080.000.000;Gunung Sindur Bogor;Jual Rumah Minimalis Modern Siap Huni di Avenue Townhouse Harga All In Bisa KPR;;;;
1;2;;;Rp 500.000.000;Curug Tangerang;Rumah Unit Pojokan Siap KPR di Citra Raya Bizhome Harga All In Bisa Nego;;;;
3;3;;;Rp 1.170.000.000;Kavling Pajak A-150 Cipadu Jurang Mangu Timur Pondok Aren Bintaro Tangerang Selatan;Rumah Adem dengan fasad peredam suara;;;;
1;2;;;Rp 360.000.000;Tenjo Bogor;Rumah murah Tenjo banjir PROMO start 360 juta;;;;
1;3;;;Rp 750.000.000;Perumahan Villa Taman Cibodas Cibodas Tangerang;Rumah Dijual Cepat Murah Meriah Villa Taman Cibodas Tangerang Kota;;;;
3;7;;;Rp 6.000.000.000;Karangtengah Demak;DI JUAL RUMAH MURAH BISA NEGO KONDISI MASIH BAGUS / BISA RENOV ULANG;;;;
1;2;;;Rp 360.000.000;Majalaya Karawang Barat Karawang;Rumah dikrawang 2jt langsung akad - Perum Taman Ratu Residence Tahap 2; Lokasi Strategis;;;
3;3;;;Rp 1.500.000.000;Victoria Hills Residence Margonda Depok;Rumah Asri Strategis Dekat Margonda Depok Bebas Banjir Harga All In Siap KPR;;;;
1;2;;;Rp 208.000.000;Jalan Masjid Al-Ghazali 1 Bogor Kabupaten 16927 Indonesia Bogor;Rumah Murah 5 Menit Jalan Kaki Ke St. Citayam.;;;;
3;3;;;Rp 3.000.000.000;Marina Raya PIK 2 Jkt Utara Pantai Indah Kapuk Jakarta Utara;Perumahan Kuningan Village PIK 2;;;;
5;5;;;Rp 1.990.000.000;jl wiratama no 38 tuparef cirebon Kedawung Cirebon;DIJUAL CEPAT RUMAH TENGAH KOTA CIREBON;;;;
1;2;;;Rp 297.000.000;jl. Tribuana Tunggadewi Menanggal Mojosari Mojosari Mojokerto;SOFT LAUNCHING PROMO FULL FURNISH - PERUMAHAN MOJOSARI BERKONSEP SEHAT;;;;
1;2;;;Rp 799.000.000;Cluster Puri Zalfari Pondok Melati Bekasi;Rumah Siap Huni Bebas Banjir Dekat Pondok Melati Harga All In Nego Bisa KPR;;;;
2;3;;;Rp 1.213.000.000;Pondok Gede Bekasi;Rumah Murah 3lt;;;;
1;2;;;Rp 1.075.250.000;Pamulang Tangerang Selatan;Jual Cepat Rumah Strategis Harga All In Siap KPR Dekat Pamulang;;;;
2;3;;;Rp 1.135.000.000;Natura Serpong Gunung Sindur Bogor;Rumah Hook Luas Siap KPR di Natura Serpong Harga All In Bisa Nego;;;;
4;3;;;Rp 2.280.000.000;Grand Depok City Sukmajaya Depok;Rumah Asri 2 Lantai Siap Huni di Grand Depok City Harga All In Nego Bisa KPR;;;;
2;2;;;Rp 1.320.000.000;Sawangan Depok;Rumah Minimalis Modern Harga All In KPR di Sawangan Bebas Banjir Bisa Nego;;;;
3;3;;;Rp 2.290.000.000;Jagakarsa Jakarta Selatan;Jual Rumah Minimalis Luas Siap KPR di Jagakarsa Jaksel Harga All In Bisa Nego; 5 Menit Dari UMM;;;
2;3;;;Rp 3.420.000.000;Bintaro Tangerang Selatan;Rumah Luas Strategis Siap KPR di Permata Bintaro Harga All In Bebas Banjir;;;;
3;4;;;Rp 2.220.000.000;Cibubur Jakarta Timur;Rumah Siap Huni di Citragrand Cibubur Harga All In Bisa KPR;;;;
4;4;;;Rp 2.999.000.000;Perumahan Permata Puri Laguna Cibubur Jakarta Timur;Rumah Asri 2 Lantai Bebas Banjir Dekat Cibubur Siap Huni Harga All In Bisa KPR;;;;
1;2;;;Rp 640.000.000;Bojongsari Depok;Dijual Rumah Minimalis DP Ringan di Permata Puri Indah Harga All In Bisa KPR;;;;
2;2;;;Rp 1.140.000.000;Cibubur Bekasi;Rumah Minimalis Siap KPR Dekat Halte Busway Plaza Cibubur Harga All In Nego;;;;
3;3;;;Rp 2.160.000.000;Curug Tangerang;Rumah Industrial Asri Siap Huni di Binong Tangerang Harga All In Bisa KPR;;;;
2;3;;;Rp 800.000.000;Pondok Cabe Tangerang Selatan;Rumah Nuansa Japanese Type 2 Lantai Dekat Pondok Cabe;;;;
4;5;;;Rp 4.000.000.000;Kelapa Gading Jakarta Utara;Rumah Siap Huni Kelapa Gading Jakarta Utara Bisa Nego;;;;
2;3;;;Rp 792.000.000;jl. masjid II rangkapan jaya Pancoran Mas Depok;Perumahan Baru Murah Di Depok Dekat Toll DESARI;;;;
2;2;;;Rp 718.000.000;Jl Orange County Boulevard Cibatu Lippo Cikarang Lippo Cikarang Bekasi;Rumah DP 0% Lippo Cikarang;;;;
3;3;;;Rp 887.800.000;Kemayoran Jakarta Pusat;RUMAH CLUSTER KEMAYORAN MEWAH MURAH MERIAH DAERAH JAKARTA PUSAT;;;;
2;2;;;Rp 780.000.000;Jalan MH Thamrin Bekasi Kabupaten Indonesia Lippo Cikarang Bekasi;Rumah Tanpa DP Cicilan 2jtan;;;;
1;2;;;Rp 1.440.000.000;Sawangan Depok;Rumah Bebas Banjir Siap Huni Dekat The Park Mall Sawangan Harga All In Bisa KPR;;;;
2;2;;;Rp 1.350.000.000;Jatisampurna Bekasi;Dijual Rumah Minimalis Asri Siap KPR di Cibubur Residence Harga All In Bisa KPR; sekolah;;;
1;2;;;Rp 900.000.000;Serpong Tangerang Selatan;Rumah Idaman Bebas Banjir Dekat Serpong Harga All In Siap KPR;;;;
3;2;;;Rp 1.920.000.000;Graha 2 Cinere Limo Depok;Rumah Luas Strategis Dekat Gerbang Tol Limo Depok Siap KPR Harga All In Nego;;;;
1;3;;;Rp 850.000.000;Padalarang West Bandung;Rumah baloper padalarang; Lt 150m2;;;
2;3;;;Rp 1.140.000.000;Cibinong Bogor;Rumah Minimalis Modern 2 Lantai Siap KPR di Wartawangsa Residence Harga All In;;;;
3;4;;;Rp 1.600.000.000;Cluster Cinere Modern Limo Depok;Rumah Unit Pojokan Strategis Dekat Gerbang Tol Limo Depok Harga All In Siap KPR;;;;
1;2;;;Rp 999.000.000;Pamulang Park Residence Pamulang Tangerang Selatan;Rumah Harga All In Bisa Nego di Pamulang Park Residence Bebas Banjir Siap KPR;;;;
1;2;;;Rp 690.000.000;Bojongsari Depok;Rumah Minimalis Seken Siap Huni di Tamansari Puri Bali Harga All In KPR;;;;
1;2;;;Rp 810.000.000;Taman Sukahati Permai Cibinong Bogor;Rumah Minimalis di Taman Sukahati Permai Cibinong Harga All In Bisa KPR;;;;
2;2;;;Rp 887.800.000;Kemayoran Jakarta Pusat;Rumah baru mewah harga terjangkau;;;;
1;2;;;Rp 537.100.000;Jl. Dukuh sari Nusa Dua Badung;Rumah 1 lantai minimalis lokasi strategis di nusa dua harga ekonomis; Free Biaya dan Canopy;;;
4;5;;;Rp 2.250.000.000;Gayungkebonsari Gayungan Surabaya;Rumah Ready Siap Huni Gayungsari Surabaya;;;;
2;3;;;Rp 530.000.000;Cisauk Tangerang;Cikoleang Hill Rumah 2 Lantai 500 Jutaan Dekat BSD City;;;;
2;2;;;Rp 190.000.000;Jl Jati Baru Bataranila Rajabasa Bandar Lampung;PROMO JUAL CEPAT tinggal 1 UNIT rumah belakang Kampus POLINELA;;;;
2;3;;;Rp 910.000.000;Limo Depok;Jual Cepat Rumah Modern 2 lantai Dkt Tol Desari. Limo - Cinere;;;;
1;2;;;Rp 168.000.000;KANTOR PEMASARAN FONTANA LAKE Jl. Raya Ciuncal Ruko R1 dan R2 Cileungsi Bogor Cileungsi Bogor;RUMAH SUBSIDI BERKUALITAS DI CILEUNGSI BOGOR JAWA BARAT;;;;
3;3;;;Rp 852.800.000;Kramat Jakarta Pusat;RUMAH MEWAH 2 LT KRAMAT CANTIK DAN MILENIAL JAKARTA PUSAT;;;;
1;2;;;Rp 1.380.000.000;Jalan Wates Sleman 55599 Indonesia Gamping Sleman;Rumah Modern Mezzanine Free Dalam Cluster di Sleman;;;;
1;2;;;Rp 200.000.000;Sawangan Depok;Rumah murah di selatan jakarta;;;;
3;3;;;Rp 1.325.000.000;jl tajem pokoh wedomartani ngemplak sleman Ngemplak Sleman;Rumah konsep Villa di jl.tajem dekat Budi mulia;;;;
1;2;;;Rp 409.454.000;Cikarang Selatan Bekasi;Rumah DP NOL Cikarang Dekat Kawasan Industri Mall Lippo;;;;
3;4;;;Rp 1.580.000.000;Cempaka Putih Jakarta Pusat JABODETABEK Indonesia Cempaka Putih Jakarta Pusat;DI JUAL RUMAH MEWAH CEMPAKA PUTIH BARAT MEWAH DAN MODERENT;;;;
3;3;;;Rp 1.295.000.000;Rungkut Surabaya;Rumah Ready Rungkut Surabaya; Grogol; Kos Baru 16 Kamar; dikelola oleh AbdiHome;
4;4;;;Rp 2.300.000.000;Menur Pumpungan Surabaya;Rumah Gress Minimalis Manyar Jaya;;;;
2;2;;;Rp 1.595.000.000;Palmerah Jakarta Barat;DI JUAL RUMAH PALMERAH Utara 2 LT MEWAH MODERENT;;;;
2;3;;;Rp 1.500.000.000;sentul city Babakan Madang Bogor;Rumah siap huni di cluster sentul city bogor;;;;
2;2;;;Rp 506.000.000;Cilangkap Depok;Rumah Scandiv dekat stasiun Cibinong dekat tol Cimanggis;;;;
2;3;;;Rp 1.083.000.000;GREENLAND ROYAL RESIDENCE Jl. Sultan Ageng Tirtayasa (Depan RM Roso Echo) Kel. Wanasaba Kidul Kec. Talun Kab. Cirebon Jawa Barat Pegambiran Cirebon;DP 0% RUMAH MURAH KOTA CIREBON;;;;
3;4;;;Rp 780.000.000;Jalan Wates Sleman 55599 Indonesia Gamping Sleman;Rumah Scandinavian di Sleman Scurity 24 Jam Mezzanine Include;;;;
4;4;;;Rp 1.950.000.000;Jl. Pratidina Harja Mukti Cibubur Jakarta Timur;Rumah Murah Di Cibubur Cantik 2lt Hanya 5 Menit ke TOL CIBUBUR;;;;
3;3;;;Rp 1.950.000.000;Duri Mas Duri Kepa Jakarta Barat;DIJUAL 2 UNIT RUMAH BARU SIAP HUNI DURI MAS;;;;
1;2;;;Rp 310.000.000;Kasihan Ngentak Bangunjiwo Kec. Kasihan Kabupaten Bantul Daerah Istimewa Yogyakarta 55184 Kasihan Bantul;RUMAH SIAP BANGUN DEKAT KOTA JOGJA FREE BIAYA PAJAK & NOTARIS (ALL IN);;;;
2;2;;;Rp 1.275.000.000;Tangerang Selatan;MP Serpong Residence Rumah Mewah 2lt. di BSD;;;;
3;3;;;Rp 1.350.000.000;Jalan Pratidina Depok 16454 Indonesia Harjamukti Depok;Perumahan Baru 2 lantai Di Cibubur Jaktim;;;;
2;3;;;Rp 645.000.000;Pamulang Tangerang Selatan;Rumah Tanpa DP Dekat Tol Pamulang dan dekat Pusat Belanja;;;;
2;3;;;Rp 1.172.500.000;Jl. Raya Pd. Petir No.99 Pd. Petir Bojongsari Depok;Trevista Hills Tipe A;;;;
3;4;;;Rp 875.000.000;Tidung Kel. Rappocini Makassar Indonesia Rappocini Makassar;Dijual Rumah Dimakassar. Tidung;;;;
2;3;;;Rp 860.265.000;Kp. Rawa Roko RT02/RW025 Caringin Rawalumbu Rawalumbu Bekasi;Rumah baru dan cantik di Rawalumbu;;;;
1;2;;;Rp 165.000.000;Jln Yusuf ArimateaCilik Riwut Km.12 Palangka Palangka Raya;Rumah Type 36 Subsidi / Komersil;;;;
3;4;;;Rp 1.800.000.000;jalan damai 2 Jagakarsa Jakarta Selatan;Rumah Mewah Jalan Damai Jagakarsa Dkt Ragunan - TRANSMART Cilandak;;;;
2;4;;;Rp 1.454.224.000;Jl. Pramuka Raya No. 6 Mampang Kec. Pancoran Mas Kota Depok Jawa Barat 16433 Cinere Depok;Rumah Siap Huni di Depok Booking Fee 1JT;;;;
2;3;;;Rp 990.000.000;Waru Sidoarjo;Rumah Murah Waru Sidoarjo Dekat Rungkut Menanggal;;;;
3;4;;;Rp 1.800.000.000;jalan damai 2 Jagakarsa Jakarta Selatan;Cluster Jalan Damai Jagakarsa Ciganjur Akses 2 Mobil;;;;
1;2;;;Rp 330.000.000;Ds Wonotawang Kasihan Bantul;Harga Terjangkau;;;;
3;2;;;Rp 3.945.000.000;Jl. Dharmawangsa Nusa dua Kec. Kuta Sel. Kabupaten Badung Bali 80361 Nusa Dua Badung;Cendana Village Type Permata;;;;
1;2;;;Rp 340.000.000;Polsek Tanjung senang Tanjung Senang Bandar Lampung;DIJUAL RUMAH DI BANDAR LAMPUNG;;;;
1;3;;;Rp 567.000.000;Jl. Raya Cibunar Cibunar Parung Panjang Bogor;Serpong Green Paradise Tipe Orchid 2 Lantai;;;;
2;3;;;Rp 550.000.000;Gunungpati Semarang;RUMAH MEWAH MURAH DEKAT KAMPUS UNNES GUNUNGPATI;;;;
2;3;;;Rp 959.000.000;GREENLAND KALIJAGA RESIDENCE Jl. Taman Sari Raya Kel. Kalijaga Kec. Harjamukti Kota. Cirebon Jawa Barat Pekiringan Cirebon;PROMO RUMAH MEWAH BEBAS BANJIR KOTA CIREBON;;;;
4;4;;;Rp 1.950.000.000;Jl. Pratidina Harja Mukti Cibubur Harjamukti Depok Jawa Barat Harjamukti Depok;Di jual Rumah Murah Di Cibubur Siap Huni Hanya 2km ke TOL CIBUBUR;;;;
3;4;;;Rp 1.500.000.000;Jalan Puspitek Raya Serpong Serpong Tangerang Selatan;Rumah Modern Dengan SmartHome System di Paradise Serpong City;;;;
3;3;;;Rp 1.350.000.000;Jalan Pratidina Depok 16454 Indonesia Harjamukti Depok;Perumahan Baru Mewah Harga PROMO Lokasi Dekat Cibubur Junction;;;;
1;2;;;Rp 210.000.000;Jalan Cinunuk Bandung Kabupaten 40393 Indonesia Cinunuk Bandung;Rumah dengan model bebas Pilih bisa Cicil Syariah Bandung Timur;;;;
2;3;;;Rp 1.360.000.000;GREENLAND SENDANG RESIDENCE Jl. P. Cakrabuana (Depan RM Sendang Sari) Sendang Kab. Cirebon Jawa Barat Pekiringan Cirebon;DP 0% PROMO TERBATAS Rumah Mewah Investasi Terbaik Kota Cirebon; penawaran khusus All In;;;
4;4;;;Rp 2.950.000.000;Summarecon Amanda Gedebage Bandung;Dijual Rumah Idaman Dan Nyaman 2 Lantai Summarecon Amanda Bandung;;;;
2;3;;;Rp 193.000.000.000;Bintaro Tangerang Selatan;Rumah Mewah 2 lantai di area Premier Bintaro Bebas Banjir Hunian Asri; Harga Murah Siap Huni; Nego;;
4;6;;;Rp 15.200.000.000;Jalan Kemang Jakarta Selatan Kemang Jakarta Selatan;Rumah di Kemang Bangka Jakarta Selatan;;;;
3;4;;;Rp 1.465.000.000;Jl. Kaliurang KM 95 Ngaglik Sleman Yogyakarta Ngaglik Sleman;Rumah Mewah Kolam Renang Pribadi di Jl. Kaliurang Km 9; Depok;;;
1;2;;;Rp 395.000.000;Jalan Aroepala & Jalan Hertasning Timur & Jalan Letjen Hertasning Raya Timur & Jalan Tamalate 6 Makassar 90222 Indonesia Rappocini Makassar;Dijual Rumah Di Makassar. Jalan Samata;;;;
3;3;;;Rp 1.725.000.000;Perumahan Jakarta Garden City Cluster South Thames Blok J 12/ 62 Jakarta Timur Cakung Jakarta Timur;Rumah Baru Perum JGC Cluster South Thames Blok J12 / 62 Jaktim Sudah Sertifikat;;;;
3;4;;;Rp 1.800.000.000;Jalan Damai 2 Jakarta Selatan 12630 Indonesia Jagakarsa Jakarta Selatan;Rumah Indent Jalan Damai Jagakarsa Ciganjur Dkt Ragunan - Cilandak; Harga Murah Tarumajaya-Bekasi;;;
3;4;;;Rp 2.100.000.000;Bintaro sektor 2 Jl. Kenari Raya No.IV Rengas Kec. Ciputat Tim. Kota Tangerang Selatan Banten 15412 Ciputat Tangerang Selatan;Hunian Baru yg ada di Area Bintaro Sektor 2;;;;
5;6;;;Rp 7.800.000.000;Batununggal Bandung;Dijual Rumah Idaman Dan Strategis 2 Lantai Batununggal SHM Lt/lb : 3;;;;
2;2;;;Rp 1.140.800.000;Cipinang Jakarta Timur;DI JUAL RUMAH KEREN CIPINANG KEBEMBEM JAKARTA TIMUR;;;;
1;2;;;Rp 357.500.000;Jalan Wonokoyo Malang Kota 65135 Indonesia Kedungkandang Malang;RUMAH KOTA MALANG PROMO DP 10% CICILAN RINGAN;;;;
3;3;;;Rp 1.562.040.000;Jalan Cempaka Putih Barat 24 Jakarta Pusat 10520 Indonesia Cempaka Putih Jakarta Pusat;DI JUAL RUMAH MEWAH CEMPAKA PUTIH BARAT JAKARTA PUSAT;;;;
1;2;;;Rp 595.000.000;Tello Baru Kel Panakkukang Makassar Indonesia Panaikang Makassar;Di Jual Rumah Di Makassar Jln Urip Sumaharjo;;;;
2;3;;;Rp 1.750.000.000;sawangan village depok Sawangan Depok;Rumah di jual sawangan village bisa kpr all ini siap huni minimalis;;;;
1;2;;;Rp 168.000.000;kecamatan babelan kabupaten bekasi Babelan Bekasi;Rumah subsidi Babelan garden city dekat jakarta;;;;
2;3;;;Rp 1.560.000.000;Cimanggis Depok;Dijual rumah the cozy green cibubur siap huni 2lt akses mudah;;;;
3;4;;;Rp 1.000.000.000;Jalan Raya Cikaret Bogor Kabupaten Indonesia Sentul Bogor;Rumah mewah ramah lingkungan amaya eco residence di cikaret;;;;
1;2;;;Rp 139.000.000;Lowokwaru Malang;Rumah subsidi malang;;;;
3;6;;;Rp 275.000.000;Komplek Pendidikan Kab. Subang Dangdeur Subang;Rumah Tinggal siap huni berada di Pusat Pendidikan Kabupaten Subang;;;;
5;5;;;Rp 3.500.000.000;Bukit Laguna Jakarta Selatan 12630 Indonesia Jagakarsa Jakarta Selatan;Rumah Townhouse Bukit Laguna Residence Jagakarsa Jakarta Selatan;;;;
1;2;;;Rp 892.869.076;Jl. Pinang Raya Pamulang Timur Pamulang Tangerang Selatan;Vinus 88 Residence Tipe Aurora;;;;
3;4;;;Rp 1.850.000.000;Jl. Pringgodani 4 Sambisari Purwomartani Kalasan Sleman (Utara AAU Adisucipto - Yogyakarta) Kalasan Sleman;RUMAH MEWAH SLEMAN INCLUDE PRIVATE POOL;;;;
2;3;;;Rp 1.230.000.000;GREENLAND ROYAL RESIDENCE Jl. Sultan Ageng Tirtayasa (Depan RM Roso Echo) Kel. Wanasaba Kidul Kec. Talun Kab. Cirebon Jawa Barat Cirebon Barat Cirebon;Promo Awal Tahun Rumah Eksklusif Greenland Royal Residence Cirebon;;;;
2;2;;;Rp 500.000.000;Ciracas Jakarta Timur;Rumah Mewah Murah Diciracas Jaktim;;;;
2;3;;;Rp 786.000.000;jl. masjid II rangkapan jaya Sawangan Depok;Perumahan Baru Murah Di Depok Dekat Toll DESARI;;;;
2;7;;;Rp 2.700.000.000;Kramat Jati Jakarta Timur;Dijual Rumah Murah Akses Bagus Bebas Banjir Kramat Jati;;;;
3;3;;;Rp 300.000.000;Komplek Bumi Mekar Indah Blok B No. 78 Desa Cimekar Cileunyi Bandung;RUMAH ASETKU – CILEUNYI (Rumah) KABUPATEN BANDUNG; BSD City;;;
3;3;;;Rp 1.815.000.000;Rawamangun Jakarta Timur;DI JUAL RUMAH MEWAH 10 m�RAWAMANGUN JLN PEMUDA JAKPUS;;;;
1;2;;;Rp 698.000.000;Perumahan Pendowo Griya Kencana Sleman Sleman;Rumah murah timur Sleman City Hall di dalam perumahan tepi jalan besar;;;;
1;2;;;Rp 410.000.000;Tarumajaya Bekasi;Dijual rumah di segara city bekasi;;;;
5;6;;;Rp 11.000.000.000;Jl Liga mas Pancoran Jakarta Selatan;Turun Harga Rumah Pancoran Jakarta;;;;
1;2;;;Rp 303.000.000;Cibinong Bogor;2 lantai cicilan mulai 2;;;;
1;2;;;Rp 448.625.000;Jalan Dirgantara Raya Jatisari Jatiasih Bekasi;Taman Jatisari Permai Tipe 40;;;;
